px_code,description,price
35000022,HC CT ABDOMEN W/DYE,"3,386.00"
35000023,HC CT ABDOMEN W/O & W/DYE,"3,427.00"
35000024,HC CT ANGIO ABD&PELV W/O&W/DYE,"6,194.00"
35000025,HC CT ABD & PELVIS,"5,348.00"
35000026,HC CT ABD & PELV W/CONTRAST,"6,785.00"
35000027,HC CT ABD & PELV 1/> REGNS,"7,073.00"
35000028,HC CARDIOLOGY CALCIUM SCORING,859
35000029,HC CARDIOLOGY CTA P/V FUNCTION,"1,467.00"
35000030,HC CT HRT W/3D IMAGE CONGEN,"2,471.00"
35000031,HC CARDIOLOGY CTA CORONARY,"2,363.00"
35000032,HC CT SPINE  CERVICAL W/WO,"3,267.00"
35000033,HC ABSCESS DRAINAGE UNDER X-RAY,"3,660.00"
35000035,HC 3D RENDER W/INTRP POSTPROCES,676
35000036,HC CAT SCAN FOLLOW-UP STUDY,932
35000037,HC CT SCAN FOR LOCALIZATION,"3,929.00"
35000038,HC CT SCAN FOR NEEDLE BIOPSY,"2,325.00"
35000059,HC CT GUIDANCE RF ABLATION,"1,007.00"
35000060,HC ANG IR 3D MULTIPLANAR RECON,676
35000061,HC LDCT LUNG CANCER SCRN,"2,209.00"
35000062,HC LUM/SACRAL INJ PARAVERT FACET SNGL LEVEL,"1,177.00"
35000063,HC INJ PARAVERT F JNT L/S 2 LEVEL,"1,090.10"
35100001,HC CT HEAD/BRAIN W/O DYE,"2,401.00"
35100002,HC CT HEAD/BRAIN W/DYE,"2,909.00"
35100003,HC CT HEAD/BRAIN W/O & W/DYE,"3,199.00"
35100004,HC CT ORBIT/EAR/FOSSA W/O DYE,"3,380.00"
35100005,HC CT ORBIT/EAR/FOSSA W/DYE,"3,929.00"
35100006,HC CT ORBIT/EAR/FOSSA W/O&W/DYE,"4,244.00"
35100007,HC CT MAXILLOFACIAL W/O DYE,"2,966.00"
35100008,HC CT MAXILLOFACIAL W/DYE,"3,447.00"
35100009,HC CT MAXILLOFACIAL W/O & W/DYE,"3,721.00"
35100010,HC CT SOFT TISSUE NECK W/O DYE,"2,675.00"
35100011,HC CT SOFT TISSUE NECK W/DYE,"3,127.00"
35100012,HC CT SFT TSUE NCK W/O & W/DYE,"3,169.00"
35100013,HC CT ANGIOGRAPHY HEAD,"4,012.00"
35100014,HC CT ANGIOGRAPHY NECK,"3,976.00"
35200001,HC CT ANGIOGRAPHY CHEST,"3,138.00"
35200002,HC CT ANGIO UPR EXTRM W/O&W/DYE,"3,004.00"
35200003,HC CT ANGIO LWR EXTR W/O&W/DYE,"3,004.00"
35200004,HC CT ANGIO ABDOM W/O & W/DYE,"3,222.00"
35200005,HC CT ANGIO ABDOMINAL ARTERIES,"3,296.00"
36100002,HC N BLOCK INJ BRACHIAL PLEXUS,"1,501.50"
36100003,HC N BLOCK INJ AXILLARY,"1,501.50"
36100004,HC N BLOCK INJ SCIATIC SNG,"1,501.50"
36100005,HC N BLOCK INJ FEM SINGLE,"1,501.50"
36100006,HC N BLOCK OTHER PERIPHERAL,767.8
36100007,HC FEE YAG LASER PROCEDURE,"1,355.55"
37000001,HC MOD SEDATION SAME PHYS/QHP <5 YRS INITIAL 15 MIN,782.5
37000002,HC MOD SEDATION SAME PHYS/QHP 5YRS/> INITIAL 15 MIN,782.5
37000004,HC ANESTHESIA UNIT CHARGE,951.3
37000005,HC ANESTHESIA UNIT CHARGE,"1,019.00"
37100001,HC MOD SEDATION SAME PHYS/QHP EA  ADDL 15 MIN,391.25
39000002,HC BLOOD PRODUCT/IRRADIATION,275.57
39000003,HC TRANSFUSION PROCEDURE,76.49
39000004,HC TRANSFUSION PROCEDURE,328.87
39000006,HC TRANSFUSION PROCEDURE,762.75
39000007,HC AHG CRYOPRECIPITATE,150.17
39000008,HC LEUKO-REDUCED RED CELLS,735.47
39000009,HC FRESH FROZEN PLASMA,207.23
39000010,HC FRESH FROZEN PLASMA,195
39000011,HC DIRECTED DONOR RED CELLS,337.02
39000012,HC PEDIATRIC PACKED RED CELLS,221.02
39000013,HC PLATELET PHERESIS-LR,"1,506.05"
39000014,HC DEGLYCEROLIZED RED CELLS,"1,034.24"
39000015,HC POOLED CRYO (5),980.95
39000018,"HC PLATELETS HLA MATCHED, LR, APHERESIS","1,570.80"
39100001,HC BLOOD TRANSFUSION SERVICE,231.42
40100002,"HC MAMMOGRAM DIAG INC CAD, UNI",637
40100003,"HC MAMMOGRAM DIAG INC CAD, BIL",714
40100006,HC MAM UNI 3D TOMOSYNTHESIS,387
40100007,HC MAM BIL DIAG  3D TOMOSYNTHESIS,399
40200001,HC PERITONEAL LAVAGE,942.31
40200004,HC ECHO EXAM OF HEAD,"1,544.19"
40200005,HC US EXAM OF HEAD AND NECK,930.15
40200006,HC US EXAM CHEST,654.01
40200007,HC US BREAST LIMITED,754.53
40200008,HC US EXAM ABDOM COMPLETE,"1,456.99"
40200009,HC ECHO EXAM OF ABDOMEN,"1,162.68"
40200010,HC US EXAM ABDO BACK WALL COMP,"1,144.52"
40200011,HC US EXAM ABDO BACK WALL LIM,736.37
40200012,HC US EXAM K TRANSPL W/DOPPLER,"1,220.82"
40200013,HC US EXAM SPINAL CANAL,"1,253.52"
40200014,HC OB US < 14 WKS SINGLE FETUS,"1,008.87"
40200015,HC OB US < 14 WKS ADDL FETUS,270.08
40200016,HC OB US >/= 14 WKS SNGL FETUS,"1,041.57"
40200017,HC OB US >/= 14 WKS ADDL FETUS,"1,848.18"
40200018,HC OB US DETAILED SNGL FETUS,654.01
40200019,HC OB US DETAILED ADDL FETUS,293.09
40200020,HC OB US LIMITED FETUS(S),744.84
40200021,HC US OB >14WKS F/U FETUS,976.17
40200022,HC TRANSVAGINAL US OBSTETRIC,"1,008.87"
40200023,HC FETAL BIOPHYS PROFILE W/NST,148.97
40200024,HC ULTRASOUND GUIDANCE FOR AMNIO,288.25
40200026,HC FETAL BIOPHYS PROFIL W/O NST,148.97
40200027,HC US URINE CAPACITY MEASURE (BLADDER SCAN),111.61
40200029,HC TRANSVAGINAL US NON-OB,"1,022.19"
40200030,HC ECHO EXAM UTERUS,181.67
40200031,HC US EXAM PELVIC COMPLETE,926.51
40200032,HC US EXAM PELVIC LIMITED,509.89
40200033,HC US EXAM SCROTUM,930.15
40200035,HC ECHOGRAP TRANS R PROS STUDY,457.81
40200036,HC US XTR NON-VASC COMPLETE,890.18
40200037,HC US XTR NON-VASC LMTD,775.12
40200038,HC US EXAM INFANT HIPS DYNAMIC,"1,268.05"
40200039,HC ULTRASOUND GUIDANCE FOR PERICARDIOCENTESIS,530.2
40200040,HC US GUIDE VASCULAR ACCESS,758.17
40200041,HC US GUIDE TISSUE ABLATION,698.82
40200042,HC ECHO GUIDE FOR BIOPSY,618.89
40200043,HC US GUIDE INTRAOP,"1,082.75"
40200045,HC US BREAST COMPLETE,990.7
40200046,HC US BREAST BIL MAM EMERG COMPLETE,990.7
40200047,HC PV IVUS NON CORONARY; INITIAL VESSEL,"9,867.07"
40200048,HC PV IVUS NON CORONARY; ADDL VESSEL,"10,318.82"
40200054,HC ECHO EXAM OF FETAL HEART,900
40200055,HC ECHO EXAM OF FETAL HEART FOLLOW-UP/REPEAT,491
40200056,HC DOPPLER ECHO EXAM OF FETAL HEART,627
40200057,HC DOPPLER ECHO EXAM OF FETAL HEART FOLLOW-UP/REPEAT,574
40200058,HC LIMITED OCULAR US B W/NON-QUANT A,229
40300002,HC MAMMOGRAM SCREENING BIL,531
40300005,HC DIAGNOSTIC MAMMOGRAPHY DIGITAL  ALL VIEWS,288
40300006,HC MAMMO 3D SCREEN BIL TOMOSYNTHESIS,392
41000001,HC INSERT EMERGENCY AIRWAY,702.64
41000003,HC CLEARANCE OF AIRWAYS,381
41000004,HC MECHAN CHEST WALL OSCILLATION,373
41000005,HC WITHDRAWAL OF ARTERIAL BLOOD,211
41000006,HC INSERTION CATHETER ARTERY,215
41000007,HC VENT MGMT INPAT INIT DAY,"2,400.00"
41000008,HC OSCILLATOR SUBSEQ DAYS,"1,952.00"
41000009,HC AIRWAY INHALATION TREATMENT,42.64
41000010,HC AEROSOL INHALATION TREATMENT,354.88
41000011,HC CBT 1ST HOUR,443.46
41000012,HC CBT EACH ADDL HOUR,249.66
41000013,HC CPAP INITIATION,"1,635.00"
41000014,HC EVALUATE PT USE OF INHALER,77.75
41000015,HC CPT (CHEST PHYSIOTHERAPY) INIT,211
41000016,HC CPT SUBSEQUENT,211
41000017,HC NB RESUSCITATION,"1,026.00"
41000018,HC OSCILLATOR INITIATION,"3,813.00"
41000019,HC MECH VENTILATION SUBSEQUENT,"2,050.00"
41000020,HC RT INHALATION TX SUBSEQUENT,186.5
41000021,HC CPAP SUBSEQUENT,"1,495.00"
41000022,HC BIPAP INITATION,"1,751.00"
41000023,HC BIPAP SUBSEQUENT,"1,612.00"
41000024,HC NONINV EAR/PULSE SINGLE,164.16
41000025,HC PULSE OX CONTINUOUS,207.48
41000026,HC VITAL CAPACITY TEST (FVC NIF),273
41000027,HC CHANGE OF WINDPIPE AIRWAY,357
41000030,HC RT INHALATION TX INITIAL,373
41000031,HC INHALATION TX INSTRUCT,373
41000032,"HC TRACHEOBRONCHIAL WITH FIBERSCOPE, BEDSIDE","2,540.00"
41000033,HC TRACHEOBRONCHIAL INTRO WINDPIPE WIRE/TUBE,"2,640.00"
41300001,HC HYPERBARIC OXYGEN,492.82
42000001,HC STRAPPING OF SHOULDER,319.77
42000002,HC DP PT STRAPPING - SHOULDER,319.77
42000003,HC PT MUSCLE TEST EXTREMITY/TRUNK,116
42000004,HC DP PT MUSCLE TEST EXTREMITY/TK,116
42000005,HC PT GAIT TRAINING EA 15 MIN,144
42000007,HC DP PT MUSCLE TEST HAND,231
42000008,HC DP PT STRAPPING - LOW BACK,319.77
42000009,HC CASTING/STRAPPING PROCEDURE,319.77
42000010,HC PT TOTAL BODY MUSCLE /INCLUDING HAND,690
42000011,HC DP PT MUSCLE TEST TOTAL W/HAND,690
42000012,HC DP PT ROM EA EXTREM/TRUNK,116
42000015,HC WOUND CARE CANALITH REPOSITIONING PROC,118
42000016,HC PT  PARAFFIN BATH THERAPY,228
42000017,HC DP PT PARAFFIN BATH,228
42000018,HC PT WHIRLPOOL THERAPY SVC,417
42000019,HC DP PT WHIRLPOOL,417
42000020,HC PT INFRARED THERAPY,123
42000021,HC INFRARED THERAPY,123
42000022,HC ULTRAVIOLET THERAPY,331
42000023,HC PT ELECT STIM EA 15 MIN,116
42000024,HC DP PT  ELECT STIM EA 15 MIN,116
42000025,HC PT  IONTOPHORESIS EA 15 MIN,131
42000027,HC DP PT CONTRAST BATHS EA 15 MIN,119
42000028,HC PT WOUND CARE ULTRASOUND EA 15 MIN,136
42000029,HC DP PT ULTRASOUND EA 15 MIN,136
42000030,HC DP PT HUBBARD TANK EA 15 MIN,116
42000031,HC DP PT UNLISTED MODALITY,116
42000032,HC UNLISTED MODALITY,116
42000033,HC PT THERAPEUTIC EXERCISES EA 15 MIN,144
42000034,HC DP PT THERA EX EA 15 MIN,144
42000035,HC PT NEUROMUSCULAR RE-ED EA 15M,144
42000036,HC DP PT NEURO RE-ED EA 15 MIN,144
42000037,HC PT AQUATIC THERAPY EA 15 MIN,136
42000038,HC DP PT AQUATIC THERPAY EA 15 MN,136
42000039,HC DP PT AQUATIC THERAPY W/EXER EA15,136
42000040,HC PT STRAPPING - SHOULDER,319.77
42000041,HC PT UNNABOOT,141.7
42000042,HC PT MULTI-LAYER WRAP,331.06
42000043,HC PT STRAPPING - LOW BACK,319.77
42000044,HC PT APPL OF SURFACE NEUROSTIMULAT,292.18
42000045,HC DP PT GAIT TRAINING EA 15 MIN,144
42000046,HC PT APPLICATION OF TENS,292.18
42000047,HC DP PT IONTOPHORESIS EA 15 MIN,131
42000048,HC DP PT MASSAGE EA 15 MIN,124
42000049,HC PT MASSAGE EA 15 MIN,124
42000050,HC PT  MANUAL THERAPY  EA 15 MIN,142
42000051,HC DP PT MANUAL THERAPY 15 MIN,142
42000052,HC DP PT WHEELCHAIR TRAIN EA15MIN,172.48
42000054,HC  PT WHEELCHAIR TRAIN EA 15 MIN,172.48
42000055,HC PT WORK HARD/COND INIT 2 HR,"1,626.61"
42000056,HC DP PT WORK HARD/COND INIT 2 HR,"1,626.61"
42000058,HC PT  WORK HARDENING EA ADDL HR,588.12
42000059,HC DP PT WORK HARDENING EA ADL HR,588.12
42000061,HC DP PT WOUND CARE SELECTIVE < 20,580.6
42000062,HC DP PT WOUND CARE SELECTIVE > 20,580.6
42000064,HC PT WOUND(S) CARE NON-SELECTIVE,146.72
42000065,HC DP PT WOUND CARE NON-SELECTIVE,146.72
42000066,HC PT NEG PRESS WOUND TX </=50 CM,581.86
42000067,HC DP PT WOUND VAC < 50,581.86
42000068,HC PT NEG PRESS WOUND TX >50 CM,584.36
42000069,HC DP PT WOUND VAC > 50,584.36
42000070,HC PT PHY PERFRM TEST/MEA EA15MIN,116
42000071,HC DP PT PHY PERFRM TEST/MEA EA15,116
42000072,HC PT PROSTHETIC TRAIN  INITIAL ENCOUNT EA 15 MIN,119
42000073,HC DP PT PROSTHETIC TRAIN  INITIAL ENCOUNT EA 15 MIN,119
42000074,HC WOUND CARE PT  ELEC STIM UNATTEND FOR PRESS,309.74
42000075,HC PT ELECT STIM UNATTENDED,285.91
42000076,HC DP PT ELECT STIM UNATTENDED,285.91
42000078,HC WOUND CARE PT UNNABOOT,141.7
42000079,HC DP PT MULTI-LAYER WRAP,331.06
42000080,HC WOUND CARE APPLY MULTLAY COMPRS LWR LEG,331.06
42000084,HC DP PT ORTHO/PROSTC MGMT SBSQ ENCONTR EA 15 MIN,119
42000085,HC OT VASOPNEUMATIC DEVICE THERAPY,228
42000086,HC DP PT VASOPNEU DEVICES,228
42000088,HC DP PT MUSCLE TEST TOTAL,643
42000089,HC PT APPLY NEUROSTIMULATOR,292.18
42000090,HC DP PT APP OF SURFACE NEUROSTIMUL,292.18
42000091,HC DP PT SELF-CARE/ADL EA 15 MIN,144
42000092,HC DP PT COMMUNITY/WORK REINT EA15M,123
42000093,HC DP PT THERAPEUTIC GROUP,321
42000094,HC DP PT THERAPEUTIC ACT EA15MIN,144
42000095,HC DP PT TRACTION,228
42000096,HC MECHANICAL TRACTION THERAPY,228
42000097,HC DP PT BIOFEEDBACK TRAIN INCL EMG,255
42000098,HC DP PT ROM HAND W/WO COMP SIDE,116
42000099,HC PT MOBILITY CURRENT STATUS G8978,0.01
42000100,HC PT MOBILITY GOAL STATUS G8979,0.01
42000101,HC PT MOBILITY D/C STATUS G8980,0.01
42000102,HC PT BODY POS CURRENT STATUS G8981,0.01
42000103,HC PT BODY POS GOAL STATUS G8982,0.01
42000104,HC PT BODY POS D/C STATUS G8983,0.01
42000105,HC PT CARRY CURRENT STATUS G8984,0.01
42000106,HC PT CARRY GOAL STATUS G8985,0.01
42000107,HC PT CARRY D/C STATUS G8986,0.01
42000108,HC PT SELF CARE CURRENT STATUS G8987,0.01
42000109,HC PT SELF CARE GOAL STATUS G8988,0.01
42000110,HC PT SELF CARE D/C STATUS G8989,0.01
42000111,HC PT OTHER CURRENT STATUS G8990,0.01
42000112,HC PT OTHER GOAL STATUS G8991,0.01
42000113,HC PT OTHER D/C STATUS G8992,0.01
42000114,HC PT SUB CURRENT STATUS G8993,0.01
42000115,HC PT SUB GOAL STATUS G8994,0.01
42000116,HC PT SUB D/C STATUS G8995,0.01
42000142,HC PT TRACTION,228
42000144,HC PT IONTOPHORESIS EA 15 MIN,131
42000145,HC PT ULTRASOUND EA 15 MIN,136
42000146,HC PT THERA EX EA 15 MIN,144
42000151,HC PT MANUAL THERAPY EA 15 MIN,142
42000152,HC PT THERAPEUTIC ACT EA 15 MIN,144
42000153,HC PT SELF-CARE/ADL EA 15 MIN,144
42000159,HC PT MUSCLE TEST HAND,231
42000160,HC PT MUSCLE TEST TOTAL,643
42000161,HC PT MUSCLE TEST TOTAL W/HAND,690
42000162,HC PT ROM EA EXTREM/TRUNK,116
42000163,HC PT ROM HAND W/WO COMP SIDE,116
42000164,HC PT CANALITH REPOSITIONING PROCED,118
42000165,HC PT PED DEVELOP TEST EXTENDED,272
42000166,HC PT VASOPNEU DEVICES,228
42000167,HC PT PARAFFIN BATH,228
42000168,HC PT WHIRLPOOL,417
42000169,HC PT CONTRAST BATHS EA 15 MIN,119
42000170,HC PT UNLISTED MODALITY,116
42000171,HC PT THERAPEUTIC GROUP,321
42000172,HC PT COMM/WORK REINTEG EA 15 MIN,124
42000173,HC PT WORK HARDENING EA ADD'L HR,588.12
42000174,HC PT WOUND CARE SELECTIVE < 20,580.6
42000175,HC PT WOUND CARE SELECTIVE > 20,580.6
42000176,HC PT WOUND CARE NON-SELECTIVE,146.72
42000177,HC PT WOUND VAC < 50,581.86
42000178,HC PT WOUND VAC > 50,584.36
42000179,HC PT ORTHO/PROSTC MGMT SBSQ ENCONTR EA 15 MIN,119
42000180,HC DP PT APPLICATION OF TENS,292.18
42000181,HC PT  APPLICATION OF TENS,292.18
42000183,HC PT CANALITH REPOSITIONING PROC,118
42000185,HC PT WOUND CARE THERAPEUTIC EXERCISES EA 15 MIN,144
42000187,HC WOUND CARE PT  MANUAL THERAPY  EA 15 MIN,142
42000188,HC  WOUND CARE PT WHEELCHAIR TRAIN EA 15 MIN,172.48
42000189,HC WND CARE PT WOUND CARE SELECTIVE < 20,580.6
42000190,HC WND CARE PT WOUND CARE SELECTIVE > 20,580.6
42000191,HC WOUND CARE PT NEG PRESS WOUND TX </=50 CM,581.86
42000192,HCWOUND CARE PT  NEG PRESS WOUND TX >50 CM,584.36
42000194,HC WC ORTHO/PROSTC MGMT SBSQ ENCONTR EA 15 MIN,119
42000195,HC PT WOUND CARE WHIRLPOOL THERAPY SVC,417
42000196,HC WOUND CARE  APPLICATION OF PASTE BOOT,141.7
42000197,HC PT APPLY MULTLAY COMPRS LWR LEG,331.06
42000198,HC WND CARE PT WOUND(S) CARE NON-SELECTIVE,146.72
42000199,HC WOUND CARE PT PROSTHETIC TRAINING EA 15 MIN,119
42000200,HC PT THERAPEUTIC ACTIVITIES,144
42000201,HC WOUND CARE PT THERAPEUTIC ACTIVITIES,144
42000202,HC WOUND CARE PT  SELF CARE MNGMENT TRAINING,144
42000204,HC PT GROUP THERAPEUTIC PROCEDURES,321
42000206,HC WOUND CARE PT GAIT TRAINING,144
42000208,HC ACUTE PT BIOFEEDBACK TRAINING INCL EMG,255
42000209,HC ACUTE PT BIOFEEDBACK TRAIN,255
42000210,HC PT BIOFEEDBACK TRAINING INCL EMG,255
42000212,HC PT BIOFEEDBACK TRAIN,255
42000213,HC DP PT BIOFEEDBACK TRAIN,255
42000214,HC DP PT  BIOFEEDBACK THERAPY,255
42000215,HC PT UNLISTED THERAPEUTIC PROCEDURE,116
42000216,HC DP PT UNLISTED THERAPEUTIC PROCEDURE,116
42000217,HC PHYSICAL THERAPY APPLY RIGID LEG CAST,290.4
42000218,HC PULMONARY PT THERA EX EA 15 MIN,144
42000219,HC PULMONARY PT THERAPEUTIC ACT EA15MIN,144
42000220,HC PULMONARY PT GAIT TRAINING EA 15 MIN,144
42000221,HC PULMONARY PT NEUROMUSCULAR RE-ED EA 15M,144
42000222,HC PULMONARY PT  MANUAL THERAPY EA 15MIN,142
42000223,HC PULMONARY PT SELF-CARE/ADL EA 15 MIN,144
42000224,HC PULMONARY PT THERAPEUTIC GROUP,321
42400009,HC DP PT WHEELCHAIR ASSESSMENT AND MGMT,172.48
42400012,HC PT W/C ASSESSMENT AND MGMT,325.8
42400015,HC PT DEVELOPMENTAL SCREEN,397
42400016,HC PT DEVELOPMENTAL TEST EXTEND,623
42400017,HC PT EVALUATION LOW COMPLEXITY,350
42400018,HC DP PT EVALUATION LOW COMPLEXITY,350
42400019,HC PT RE-EVALUATION,350
42400020,HC PT EVALUATION MODERATE  COMPLEXITY,625
42400021,HC DP EVALUATION MODERATE COMPLEXITY,625
42400022,HC PT EVALUATION HIGH COMPLEXITY,750
42400023,HC DP PT EVALUATION HIGH COMPLEXITY,750
42400024,HC INPT PT EVALUATION LOW COMPLEXITY,350
42400025,HC INPT PT RE-EVALUATION,350
42400026,HC INPT PT EVALUATION MODERATE COMPLEXITY,625
42400027,HC INPT PT EVALUATION HIGH COMPLEXITY,750
42400028,HC WOUND PT EVALUATION LOW COMPLEXITY,350
42400029,HC WOUND PT RE-EVALUATION,350
42400030,HC WOUND PT EVALUATION MODERATE COMPLEXITY,625
42400031,HC WOUND PT EVALUATION HIGH COMPLEXITY,750
42400032,HC DP PT INIT ORTHOTIC ASSESSM FOR FAB/TRAIN  EA 15 MIN,152
42400033,HC PT INIT ORTHOTIC ASSESSM FOR FAB/TRAIN  EA 15 MIN,152
42400035,HC WOUND CARE PT INIT ORTHOTIC ASSESSM FOR FAB/TRAIN  EA 15 MIN,152
42400036,HC DP PT RE-EVALUATION,350
42400037,HC PT WHEELCHAIR ASSESSMENT AND MGMT,172.48
42400038,HC PULMONARY PT EVALUATION LOW COMPLEXITY,350
42400039,HC PULMONARY PT EVALUATION MODERATE COMPLEXITY,625
42400040,HC PULMONARY PT EVALUATION HIGH COMPLEXITY,750
42400041,HC PULMONARY PT RE-EVALUATION,350
42400042,HC PULMONARY PT PHY PERFRM TEST/MEA EA15MIN,116
42900001,HC DAY PROGRAM RATE A,"2,443.61"
42900002,HC DAY PROGRAM RATE B,"1,448.41"
43000002,HC DP OT SPLINT - SHORT ARM DYNAMIC,319.77
43000004,HC DP OT SPLINT - FINGER DYNAMIC,302.21
43000006,HC DP OT SELF/HOME MGMT EA 15 MIN,144
43000007,HC OT COMM/WORK REINTEG EA 15 MIN,124
43000008,HC DP OT COMMUNITY/WORK REINT EA15M,123
43000010,HC DP OT MUSCLE TEST HAND,231
43000012,HC DP OT THERAPEUTIC ACT EA15MIN,144
43000013,HC OT WHIRLPOOL THERAPY,232
43000014,HC STRAPPING OF ELBOW OR WRIST,319.77
43000015,HC DP OT STRAPPING - ELBOW OR WRIST,319.77
43000016,HC STRAPPING OF HAND OR FINGER,319.77
43000017,HC DP OT STRAPPING - HAND OR FINGER,319.77
43000018,HC DP OT NEURO RE-ED EA 15 MIN,144
43000019,HC DP OT AQUATIC THERAPY EA 15 MN,136
43000020,HC DP OT MANUAL THERAPY EA 15 MIN,142
43000022,HC DP OT WORK HARDENING EA ADL HR,588.12
43000023,HC DP OT WOUND CARE SELECTIVE < 20,580.6
43000024,HC DP OT WOUND CARE SELECTIVE > 20,580.6
43000025,HC DP OT WOUND CARE NON-SELECTIVE,146.72
43000026,HC DP OT WOUND VAC < 50,581.86
43000028,HC DP OT PHY PERFRM TEST/MEA EA15,116
43000029,HC DP OT PROSTHETIC TRAIN  INITIAL ENCOUNT EA 15 MIN,119
43000030,HC DP OT ELECT STIM UNATTENDED,285.91
43000032,HC DP OT ORTHO/PROSTC MGMT SBSQ ENCONTR EA 15 MIN,119
43000033,HC DP OT VASOPNEU DEVICES,228
43000034,HC DP OT MUSCLE TEST TOTAL,606
43000035,HC DP OT MUSCLE TEST EXTREMITY/TK,116
43000036,HC DP OT COGNITIVE REHAB,123
43000037,HC DP OT THERAPEUTIC GROUP,321
43000038,HC DP OT MUSCLE TEST TOTAL W/HAND,690
43000039,HC DP OT ROM HAND W/WO COMP SIDE,116
43000042,HC DP OT IONTOPHORESIS EA 15 MIN,131
43000043,HC DP OT CONTRAST BATHS EA 15 MIN,119
43000044,HC DP OT ULTRASOUND EA 15 MIN,136
43000045,HC DP OT THERA EX EA 15 MIN,144
43000047,HC OT STRAPPING - HAND OR FINGER,319.77
43000049,HC OT MUSCLE TEST TOTAL W/HAND,690
43000050,HC OT VASOPNEU DEVICES,228
43000051,HC OT PARAFFIN BATH,228
43000052,HC OT WHIRLPOOL,232
43000055,HC OT THERA EX EA 15 MIN,144
43000056,HC OT NEUROMUSCULAR RE-ED EA 15 M,144
43000058,HC OT MANUAL THERAPY EA 15 MIN,142
43000061,HC OT COMM/WORK REINTEG EA 15 MIN,123
43000063,HC OT WOUND CARE NON-SELECTIVE,146.72
43000065,HC OT ELECT STIM UNATTENDED,285.91
43000066,HC OT SPLINT - SHORT ARM DYNAMIC,319.77
43000067,HC OT SPLINT - FINGER DYNAMIC,302.21
43000068,HC OT STRAPPING - ELBOW OR WRIST,319.77
43000069,HC OT MUSCLE TEST EXTREMITY/TRUNK,116
43000070,HC OT MUSCLE TEST TOTAL,643
43000072,HC OT ELECT STIM EA 15 MIN,116
43000073,HC OT CONTRAST BATHS EA 15 MIN,119
43000074,HC OT PED DEV THER ACT EA 15 MIN,73
43000075,HC OT COGNITIVE REHAB,123
43000076,HC OT WORK HARD/COND INIT 2 HR,"1,626.61"
43000077,HC OT WORK HARDENING EA ADDL HR,588.07
43000078,HC OT WOUND CARE SELECTIVE > 20,580.6
43000079,HC OT WOUND VAC < 50,581.86
43000080,HC OT WOUND VAC > 50,584.36
43000081,HC OT PROSTHETIC TRAIN  INITIAL ENCOUNT EA 15 MIN,119
43000082,HC OT ORTHO/PROSTC MGMT SBSQ ENCONTR EA 15 MIN,119
43000083,HC DP OT WOUND VAC > 50,584.36
43000084,HC OT APPLICATION OF TENS,292.18
43000085,HC DP OT PARAFFIN BATH,228
43000087,HC OT  MUSCLE TEST EXTREMITY/TRUNK,116
43000088,HC OT GAIT TRAINING THERAPY,144
43000089,HC OT MUSCLE TEST HAND,231
43000090,HC OT WOUND CARE MUSCLE TEST HAND,231
43000091,HC OT TOTAL BODY MUSCLE /INCLUDING HAND,690
43000092,HC OT PARAFFIN BATH THERAPY,228
43000094,HC OT IONTOPHORESIS EA 15 MIN,131
43000095,HC  OT CONTRAST BATHS EA 15 MIN,119
43000096,HC OT WOUND CARE ULTRASOUND EA 15 MIN,136
43000097,HC OT  THERAPEUTIC EXERCISES EA 15 MIN,144
43000098,HC OT WOUND CARE THERAPEUTIC EXERCISES EA 15 MIN,144
43000099,HC OT  NEUROMUSCULAR RE-ED EA 15M,144
43000100,HC OT AQUATIC THERAPY EA 15 MIN,136
43000101,HC OT MANUAL THERAPY  EA 15 MIN,142
43000102,HC  WOUND CARE OT WHEELCHAIR TRAIN EA 15 MIN,172.48
43000104,HC OT  WORK HARDENING EA ADDL HR,588.12
43000105,HC OT WOUND CARE SELECTIVE < 20,580.6
43000106,HC WND CARE OT WOUND CARE SELECTIVE > 20,580.6
43000107,HC OT WOUND(S) CARE NON-SELECTIVE,146.72
43000108,HC WND CARE OT WOUND(S) CARE NON-SELECTIVE,146.72
43000109,HC OT NEG PRESS WOUND TX </=50 CM,581.86
43000110,HC WOUND CARE OT NEG PRESS WOUND TX </=50 CM,581.86
43000111,HC OT NEG PRESS WOUND TX >50 CM,584.36
43000112,HC WOUND CARE OT NEG PRESS WOUND TX >50 CM,584.36
43000115,HC WOUND CARE OT PROSTHETIC TRAIN  INITIAL ENCOUNT EA 15 MIN,119
43000116,HC WOUND CARE OT ELEC STIM UNATTEND FOR PRESS,309.74
43000117,HC OT  ELECT STIM UNATTENDED,285.91
43000122,HC  PT VASOPNEUMATIC DEVICE THERAPY,228
43000126,HC OT ROM HAND W/WO COMP SIDE,116
43000127,HC OT ULTRASOUND EA 15 MIN,136
43000128,HC WOUND OT MANUAL THERAPY  EA 15 MIN,142
43000129,HC ORTHOTICS FIT/TRAIN EA 15 MIN,83
43000131,HC OT APPLICATION OF FINGER SPLINT DYNAMIC,302.21
43000132,HC OT THERAPEUTIC ACT EA 15 MIN,144
43000133,HC WOUND CARE OT THERAPEUTIC ACTIVITIES,144
43000134,HC OT SELF/HOME MGMT EA 15 MIN,144
43000135,HC WOUND CARE OT SELF CARE MNGMENT TRAINING,144
43000136,HC PHYSICAL PERFORMANCE TEST,85
43000138,HC NEUROMUSCULAR RE-ED EA 15M,85
